sample	CMS	phenotype	images.per.sample	cells.count.sum	cells.count.median	cells.count.mean	group	category
NIC20	CMS2	HLA-DR+_monocytes	2	369	184.5	184.5	Monocytes	Monocytes
NIC21	CMS2	HLA-DR+_monocytes	1	192	192	192	Monocytes	Monocytes
NIC22	CMS2	HLA-DR+_monocytes	3	282	93	94	Monocytes	Monocytes
NIC23	CMS3	HLA-DR+_monocytes	3	530	89	176.666666666667	Monocytes	Monocytes
NIC24	CMS4	HLA-DR+_monocytes	3	739	240	246.333333333333	Monocytes	Monocytes
NIC25	CMS4	HLA-DR+_monocytes	3	478	160	159.333333333333	Monocytes	Monocytes
NIC27	CMS2	HLA-DR+_monocytes	3	558	169	186	Monocytes	Monocytes
NIC29	CMS4	HLA-DR+_monocytes	3	811	275	270.333333333333	Monocytes	Monocytes
NIC03	CMS4	ICOS+_Regulatory_Tcells	3	191	65	63.6666666666667	T_cells	Tregs
NIC04	CMS4	ICOS+_Regulatory_Tcells	3	82	20	27.3333333333333	T_cells	Tregs
NIC05	CMS2	ICOS+_Regulatory_Tcells	2	34	17	17	T_cells	Tregs
NIC06	CMS3	ICOS+_Regulatory_Tcells	2	23	11.5	11.5	T_cells	Tregs
NIC07	CMS2	ICOS+_Regulatory_Tcells	3	167	71	55.6666666666667	T_cells	Tregs
S52	CMS1	ICOS+_Regulatory_Tcells	3	59	22	19.6666666666667	T_cells	Tregs
NIC12	CMS1	ICOS+_Regulatory_Tcells	3	73	15	24.3333333333333	T_cells	Tregs
NIC13	CMS1	ICOS+_Regulatory_Tcells	3	123	27	41	T_cells	Tregs
NIC15	CMS4	ICOS+_Regulatory_Tcells	3	142	43	47.3333333333333	T_cells	Tregs
NIC16	CMS2	ICOS+_Regulatory_Tcells	3	6	2	2	T_cells	Tregs
NIC17	CMS2	ICOS+_Regulatory_Tcells	3	42	13	14	T_cells	Tregs
NIC18	CMS3	ICOS+_Regulatory_Tcells	3	48	18	16	T_cells	Tregs
NIC19	CMS3	ICOS+_Regulatory_Tcells	2	4	2	2	T_cells	Tregs
NIC20	CMS2	ICOS+_Regulatory_Tcells	2	8	4	4	T_cells	Tregs
NIC21	CMS2	ICOS+_Regulatory_Tcells	1	18	18	18	T_cells	Tregs
NIC22	CMS2	ICOS+_Regulatory_Tcells	3	101	38	33.6666666666667	T_cells	Tregs
NIC23	CMS3	ICOS+_Regulatory_Tcells	3	37	0	12.3333333333333	T_cells	Tregs
NIC24	CMS4	ICOS+_Regulatory_Tcells	3	137	50	45.6666666666667	T_cells	Tregs
NIC25	CMS4	ICOS+_Regulatory_Tcells	3	14	4	4.66666666666667	T_cells	Tregs
NIC27	CMS2	ICOS+_Regulatory_Tcells	3	247	93	82.3333333333333	T_cells	Tregs
NIC29	CMS4	ICOS+_Regulatory_Tcells	3	48	17	16	T_cells	Tregs
NIC03	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	101	29	33.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC03	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	101	29	33.6666666666667	Tumour_cells	HLA-DR+_tumour_cells
NIC03	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	101	29	33.6666666666667	Tumour_cells	IDO+_tumor_cells
NIC04	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	1	0	0.333333333333333	Tumour_cells	Bcat+_tumour_cells
NIC04	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	1	0	0.333333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC04	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	1	0	0.333333333333333	Tumour_cells	IDO+_tumor_cells
NIC05	CMS2	IDO+_Bcat+_HLA-DR+_tum	2	2	1	1	Tumour_cells	Bcat+_tumour_cells
NIC05	CMS2	IDO+_Bcat+_HLA-DR+_tum	2	2	1	1	Tumour_cells	HLA-DR+_tumour_cells
NIC05	CMS2	IDO+_Bcat+_HLA-DR+_tum	2	2	1	1	Tumour_cells	IDO+_tumor_cells
NIC06	CMS3	IDO+_Bcat+_HLA-DR+_tum	2	1	0.5	0.5	Tumour_cells	Bcat+_tumour_cells
NIC06	CMS3	IDO+_Bcat+_HLA-DR+_tum	2	1	0.5	0.5	Tumour_cells	HLA-DR+_tumour_cells
NIC06	CMS3	IDO+_Bcat+_HLA-DR+_tum	2	1	0.5	0.5	Tumour_cells	IDO+_tumor_cells
NIC07	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC07	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	0	0	0	Tumour_cells	HLA-DR+_tumour_cells
NIC07	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	0	0	0	Tumour_cells	IDO+_tumor_cells
S52	CMS1	IDO+_Bcat+_HLA-DR+_tum	3	1520	499	506.666666666667	Tumour_cells	Bcat+_tumour_cells
S52	CMS1	IDO+_Bcat+_HLA-DR+_tum	3	1520	499	506.666666666667	Tumour_cells	HLA-DR+_tumour_cells
S52	CMS1	IDO+_Bcat+_HLA-DR+_tum	3	1520	499	506.666666666667	Tumour_cells	IDO+_tumor_cells
NIC12	CMS1	IDO+_Bcat+_HLA-DR+_tum	3	337	109	112.333333333333	Tumour_cells	Bcat+_tumour_cells
NIC12	CMS1	IDO+_Bcat+_HLA-DR+_tum	3	337	109	112.333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC12	CMS1	IDO+_Bcat+_HLA-DR+_tum	3	337	109	112.333333333333	Tumour_cells	IDO+_tumor_cells
NIC13	CMS1	IDO+_Bcat+_HLA-DR+_tum	3	691	273	230.333333333333	Tumour_cells	Bcat+_tumour_cells
NIC13	CMS1	IDO+_Bcat+_HLA-DR+_tum	3	691	273	230.333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC13	CMS1	IDO+_Bcat+_HLA-DR+_tum	3	691	273	230.333333333333	Tumour_cells	IDO+_tumor_cells
NIC15	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC15	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	0	0	0	Tumour_cells	HLA-DR+_tumour_cells
NIC15	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	0	0	0	Tumour_cells	IDO+_tumor_cells
NIC16	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	10	2	3.33333333333333	Tumour_cells	Bcat+_tumour_cells
NIC16	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	10	2	3.33333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC16	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	10	2	3.33333333333333	Tumour_cells	IDO+_tumor_cells
NIC17	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	3	1	1	Tumour_cells	Bcat+_tumour_cells
NIC17	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	3	1	1	Tumour_cells	HLA-DR+_tumour_cells
NIC17	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	3	1	1	Tumour_cells	IDO+_tumor_cells
NIC18	CMS3	IDO+_Bcat+_HLA-DR+_tum	3	10	3	3.33333333333333	Tumour_cells	Bcat+_tumour_cells
NIC18	CMS3	IDO+_Bcat+_HLA-DR+_tum	3	10	3	3.33333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC18	CMS3	IDO+_Bcat+_HLA-DR+_tum	3	10	3	3.33333333333333	Tumour_cells	IDO+_tumor_cells
NIC19	CMS3	IDO+_Bcat+_HLA-DR+_tum	2	4	2	2	Tumour_cells	Bcat+_tumour_cells
NIC19	CMS3	IDO+_Bcat+_HLA-DR+_tum	2	4	2	2	Tumour_cells	HLA-DR+_tumour_cells
NIC19	CMS3	IDO+_Bcat+_HLA-DR+_tum	2	4	2	2	Tumour_cells	IDO+_tumor_cells
NIC20	CMS2	IDO+_Bcat+_HLA-DR+_tum	2	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC20	CMS2	IDO+_Bcat+_HLA-DR+_tum	2	0	0	0	Tumour_cells	HLA-DR+_tumour_cells
NIC20	CMS2	IDO+_Bcat+_HLA-DR+_tum	2	0	0	0	Tumour_cells	IDO+_tumor_cells
NIC21	CMS2	IDO+_Bcat+_HLA-DR+_tum	1	2	2	2	Tumour_cells	Bcat+_tumour_cells
NIC21	CMS2	IDO+_Bcat+_HLA-DR+_tum	1	2	2	2	Tumour_cells	HLA-DR+_tumour_cells
NIC21	CMS2	IDO+_Bcat+_HLA-DR+_tum	1	2	2	2	Tumour_cells	IDO+_tumor_cells
NIC22	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	52	21	17.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC22	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	52	21	17.3333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC22	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	52	21	17.3333333333333	Tumour_cells	IDO+_tumor_cells
NIC23	CMS3	IDO+_Bcat+_HLA-DR+_tum	3	6	2	2	Tumour_cells	Bcat+_tumour_cells
NIC23	CMS3	IDO+_Bcat+_HLA-DR+_tum	3	6	2	2	Tumour_cells	HLA-DR+_tumour_cells
NIC23	CMS3	IDO+_Bcat+_HLA-DR+_tum	3	6	2	2	Tumour_cells	IDO+_tumor_cells
NIC24	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	43	15	14.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC24	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	43	15	14.3333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC24	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	43	15	14.3333333333333	Tumour_cells	IDO+_tumor_cells
NIC25	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC25	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	0	0	0	Tumour_cells	HLA-DR+_tumour_cells
NIC25	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	0	0	0	Tumour_cells	IDO+_tumor_cells
NIC27	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	24	9	8	Tumour_cells	Bcat+_tumour_cells
NIC27	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	24	9	8	Tumour_cells	HLA-DR+_tumour_cells
NIC27	CMS2	IDO+_Bcat+_HLA-DR+_tum	3	24	9	8	Tumour_cells	IDO+_tumor_cells
NIC29	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	1	0	0.333333333333333	Tumour_cells	Bcat+_tumour_cells
NIC29	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	1	0	0.333333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC29	CMS4	IDO+_Bcat+_HLA-DR+_tum	3	1	0	0.333333333333333	Tumour_cells	IDO+_tumor_cells
NIC03	CMS4	Intra_CD39+_CD8+_Tcells	3	57	15	19	T_cells	Intraepithelial_CD8+T_cells
NIC04	CMS4	Intra_CD39+_CD8+_Tcells	3	25	3	8.33333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC05	CMS2	Intra_CD39+_CD8+_Tcells	2	5	2.5	2.5	T_cells	Intraepithelial_CD8+T_cells
NIC06	CMS3	Intra_CD39+_CD8+_Tcells	2	15	7.5	7.5	T_cells	Intraepithelial_CD8+T_cells
NIC07	CMS2	Intra_CD39+_CD8+_Tcells	3	1	0	0.333333333333333	T_cells	Intraepithelial_CD8+T_cells
S52	CMS1	Intra_CD39+_CD8+_Tcells	3	185	53	61.6666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC12	CMS1	Intra_CD39+_CD8+_Tcells	3	192	61	64	T_cells	Intraepithelial_CD8+T_cells
NIC13	CMS1	Intra_CD39+_CD8+_Tcells	3	289	130	96.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC15	CMS4	Intra_CD39+_CD8+_Tcells	3	30	8	10	T_cells	Intraepithelial_CD8+T_cells
NIC16	CMS2	Intra_CD39+_CD8+_Tcells	3	118	51	39.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC17	CMS2	Intra_CD39+_CD8+_Tcells	3	22	4	7.33333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC18	CMS3	Intra_CD39+_CD8+_Tcells	3	23	8	7.66666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC19	CMS3	Intra_CD39+_CD8+_Tcells	2	1	0.5	0.5	T_cells	Intraepithelial_CD8+T_cells
NIC20	CMS2	Intra_CD39+_CD8+_Tcells	2	7	3.5	3.5	T_cells	Intraepithelial_CD8+T_cells
NIC21	CMS2	Intra_CD39+_CD8+_Tcells	1	2	2	2	T_cells	Intraepithelial_CD8+T_cells
NIC22	CMS2	Intra_CD39+_CD8+_Tcells	3	265	90	88.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC23	CMS3	Intra_CD39+_CD8+_Tcells	3	14	5	4.66666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC24	CMS4	Intra_CD39+_CD8+_Tcells	3	71	24	23.6666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC25	CMS4	Intra_CD39+_CD8+_Tcells	3	6	2	2	T_cells	Intraepithelial_CD8+T_cells
NIC27	CMS2	Intra_CD39+_CD8+_Tcells	3	103	27	34.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC29	CMS4	Intra_CD39+_CD8+_Tcells	3	2	1	0.666666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC03	CMS4	Intra_CD8-_Tcells	3	47	17	15.6666666666667	T_cells	Intraepithelial_CD4+T_cells
NIC04	CMS4	Intra_CD8-_Tcells	3	23	4	7.66666666666667	T_cells	Intraepithelial_CD4+T_cells
NIC05	CMS2	Intra_CD8-_Tcells	2	3	1.5	1.5	T_cells	Intraepithelial_CD4+T_cells
NIC06	CMS3	Intra_CD8-_Tcells	2	16	8	8	T_cells	Intraepithelial_CD4+T_cells
NIC07	CMS2	Intra_CD8-_Tcells	3	3	1	1	T_cells	Intraepithelial_CD4+T_cells
S52	CMS1	Intra_CD8-_Tcells	3	172	57	57.3333333333333	T_cells	Intraepithelial_CD4+T_cells
NIC12	CMS1	Intra_CD8-_Tcells	3	180	62	60	T_cells	Intraepithelial_CD4+T_cells
NIC13	CMS1	Intra_CD8-_Tcells	3	119	27	39.6666666666667	T_cells	Intraepithelial_CD4+T_cells
NIC15	CMS4	Intra_CD8-_Tcells	3	6	1	2	T_cells	Intraepithelial_CD4+T_cells
NIC16	CMS2	Intra_CD8-_Tcells	3	24	7	8	T_cells	Intraepithelial_CD4+T_cells
NIC17	CMS2	Intra_CD8-_Tcells	3	11	4	3.66666666666667	T_cells	Intraepithelial_CD4+T_cells
NIC18	CMS3	Intra_CD8-_Tcells	3	11	4	3.66666666666667	T_cells	Intraepithelial_CD4+T_cells
NIC19	CMS3	Intra_CD8-_Tcells	2	1	0.5	0.5	T_cells	Intraepithelial_CD4+T_cells
NIC20	CMS2	Intra_CD8-_Tcells	2	7	3.5	3.5	T_cells	Intraepithelial_CD4+T_cells
NIC21	CMS2	Intra_CD8-_Tcells	1	3	3	3	T_cells	Intraepithelial_CD4+T_cells
NIC22	CMS2	Intra_CD8-_Tcells	3	208	68	69.3333333333333	T_cells	Intraepithelial_CD4+T_cells
NIC23	CMS3	Intra_CD8-_Tcells	3	28	4	9.33333333333333	T_cells	Intraepithelial_CD4+T_cells
NIC24	CMS4	Intra_CD8-_Tcells	3	21	9	7	T_cells	Intraepithelial_CD4+T_cells
NIC25	CMS4	Intra_CD8-_Tcells	3	1	0	0.333333333333333	T_cells	Intraepithelial_CD4+T_cells
NIC27	CMS2	Intra_CD8-_Tcells	3	22	8	7.33333333333333	T_cells	Intraepithelial_CD4+T_cells
NIC29	CMS4	Intra_CD8-_Tcells	3	3	1	1	T_cells	Intraepithelial_CD4+T_cells
NIC03	CMS4	Intra_CD8+_Tcells	3	118	28	39.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC04	CMS4	Intra_CD8+_Tcells	3	42	7	14	T_cells	Intraepithelial_CD8+T_cells
NIC05	CMS2	Intra_CD8+_Tcells	2	12	6	6	T_cells	Intraepithelial_CD8+T_cells
NIC06	CMS3	Intra_CD8+_Tcells	2	53	26.5	26.5	T_cells	Intraepithelial_CD8+T_cells
NIC07	CMS2	Intra_CD8+_Tcells	3	15	6	5	T_cells	Intraepithelial_CD8+T_cells
S52	CMS1	Intra_CD8+_Tcells	3	872	290	290.666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC12	CMS1	Intra_CD8+_Tcells	3	803	255	267.666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC13	CMS1	Intra_CD8+_Tcells	3	1491	550	497	T_cells	Intraepithelial_CD8+T_cells
NIC15	CMS4	Intra_CD8+_Tcells	3	70	23	23.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC16	CMS2	Intra_CD8+_Tcells	3	86	29	28.6666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC17	CMS2	Intra_CD8+_Tcells	3	42	6	14	T_cells	Intraepithelial_CD8+T_cells
NIC18	CMS3	Intra_CD8+_Tcells	3	57	17	19	T_cells	Intraepithelial_CD8+T_cells
NIC19	CMS3	Intra_CD8+_Tcells	2	4	2	2	T_cells	Intraepithelial_CD8+T_cells
NIC20	CMS2	Intra_CD8+_Tcells	2	25	12.5	12.5	T_cells	Intraepithelial_CD8+T_cells
NIC21	CMS2	Intra_CD8+_Tcells	1	11	11	11	T_cells	Intraepithelial_CD8+T_cells
NIC22	CMS2	Intra_CD8+_Tcells	3	550	192	183.333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC23	CMS3	Intra_CD8+_Tcells	3	125	10	41.6666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC24	CMS4	Intra_CD8+_Tcells	3	114	43	38	T_cells	Intraepithelial_CD8+T_cells
NIC25	CMS4	Intra_CD8+_Tcells	3	14	5	4.66666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC27	CMS2	Intra_CD8+_Tcells	3	206	64	68.6666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC29	CMS4	Intra_CD8+_Tcells	3	12	4	4	T_cells	Intraepithelial_CD8+T_cells
NIC03	CMS4	Intra_GZMB+_CD8+_Tcell	3	13	4	4.33333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC04	CMS4	Intra_GZMB+_CD8+_Tcell	3	21	7	7	T_cells	Intraepithelial_CD8+T_cells
NIC05	CMS2	Intra_GZMB+_CD8+_Tcell	2	38	19	19	T_cells	Intraepithelial_CD8+T_cells
NIC06	CMS3	Intra_GZMB+_CD8+_Tcell	2	22	11	11	T_cells	Intraepithelial_CD8+T_cells
NIC07	CMS2	Intra_GZMB+_CD8+_Tcell	3	19	4	6.33333333333333	T_cells	Intraepithelial_CD8+T_cells
S52	CMS1	Intra_GZMB+_CD8+_Tcell	3	73	25	24.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC12	CMS1	Intra_GZMB+_CD8+_Tcell	3	97	35	32.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC13	CMS1	Intra_GZMB+_CD8+_Tcell	3	422	139	140.666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC15	CMS4	Intra_GZMB+_CD8+_Tcell	3	37	8	12.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC16	CMS2	Intra_GZMB+_CD8+_Tcell	3	24	7	8	T_cells	Intraepithelial_CD8+T_cells
NIC17	CMS2	Intra_GZMB+_CD8+_Tcell	3	36	11	12	T_cells	Intraepithelial_CD8+T_cells
NIC18	CMS3	Intra_GZMB+_CD8+_Tcell	3	2	1	0.666666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC19	CMS3	Intra_GZMB+_CD8+_Tcell	2	22	11	11	T_cells	Intraepithelial_CD8+T_cells
NIC20	CMS2	Intra_GZMB+_CD8+_Tcell	2	7	3.5	3.5	T_cells	Intraepithelial_CD8+T_cells
NIC21	CMS2	Intra_GZMB+_CD8+_Tcell	1	2	2	2	T_cells	Intraepithelial_CD8+T_cells
NIC22	CMS2	Intra_GZMB+_CD8+_Tcell	3	46	11	15.3333333333333	T_cells	Intraepithelial_CD8+T_cells
NIC23	CMS3	Intra_GZMB+_CD8+_Tcell	3	11	3	3.66666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC24	CMS4	Intra_GZMB+_CD8+_Tcell	3	30	9	10	T_cells	Intraepithelial_CD8+T_cells
NIC25	CMS4	Intra_GZMB+_CD8+_Tcell	3	3	1	1	T_cells	Intraepithelial_CD8+T_cells
NIC27	CMS2	Intra_GZMB+_CD8+_Tcell	3	63	29	21	T_cells	Intraepithelial_CD8+T_cells
NIC29	CMS4	Intra_GZMB+_CD8+_Tcell	3	50	17	16.6666666666667	T_cells	Intraepithelial_CD8+T_cells
NIC03	CMS4	Macrophages_undefined	3	20	5	6.66666666666667	Macrophages	Macrophages_undefined
NIC04	CMS4	Macrophages_undefined	3	28	10	9.33333333333333	Macrophages	Macrophages_undefined
NIC05	CMS2	Macrophages_undefined	2	9	4.5	4.5	Macrophages	Macrophages_undefined
NIC06	CMS3	Macrophages_undefined	2	34	17	17	Macrophages	Macrophages_undefined
NIC07	CMS2	Macrophages_undefined	3	56	23	18.6666666666667	Macrophages	Macrophages_undefined
S52	CMS1	Macrophages_undefined	3	145	57	48.3333333333333	Macrophages	Macrophages_undefined
NIC12	CMS1	Macrophages_undefined	3	144	43	48	Macrophages	Macrophages_undefined
NIC13	CMS1	Macrophages_undefined	3	264	53	88	Macrophages	Macrophages_undefined
NIC15	CMS4	Macrophages_undefined	3	46	9	15.3333333333333	Macrophages	Macrophages_undefined
NIC16	CMS2	Macrophages_undefined	3	3	1	1	Macrophages	Macrophages_undefined
NIC17	CMS2	Macrophages_undefined	3	11	5	3.66666666666667	Macrophages	Macrophages_undefined
NIC18	CMS3	Macrophages_undefined	3	69	5	23	Macrophages	Macrophages_undefined
NIC19	CMS3	Macrophages_undefined	2	3	1.5	1.5	Macrophages	Macrophages_undefined
NIC20	CMS2	Macrophages_undefined	2	3	1.5	1.5	Macrophages	Macrophages_undefined
NIC21	CMS2	Macrophages_undefined	1	1	1	1	Macrophages	Macrophages_undefined
NIC22	CMS2	Macrophages_undefined	3	10	2	3.33333333333333	Macrophages	Macrophages_undefined
NIC23	CMS3	Macrophages_undefined	3	7	2	2.33333333333333	Macrophages	Macrophages_undefined
NIC24	CMS4	Macrophages_undefined	3	25	8	8.33333333333333	Macrophages	Macrophages_undefined
NIC25	CMS4	Macrophages_undefined	3	73	22	24.3333333333333	Macrophages	Macrophages_undefined
NIC27	CMS2	Macrophages_undefined	3	41	15	13.6666666666667	Macrophages	Macrophages_undefined
NIC29	CMS4	Macrophages_undefined	3	5	1	1.66666666666667	Macrophages	Macrophages_undefined
NIC03	CMS4	Monocytes	3	486	170	162	Monocytes	Monocytes
NIC04	CMS4	Monocytes	3	230	79	76.6666666666667	Monocytes	Monocytes
NIC05	CMS2	Monocytes	2	71	35.5	35.5	Monocytes	Monocytes
NIC06	CMS3	Monocytes	2	150	75	75	Monocytes	Monocytes
NIC07	CMS2	Monocytes	3	329	107	109.666666666667	Monocytes	Monocytes
S52	CMS1	Monocytes	3	451	179	150.333333333333	Monocytes	Monocytes
NIC12	CMS1	Monocytes	3	433	74	144.333333333333	Monocytes	Monocytes
NIC13	CMS1	Monocytes	3	843	133	281	Monocytes	Monocytes
NIC15	CMS4	Monocytes	3	342	123	114	Monocytes	Monocytes
NIC16	CMS2	Monocytes	3	106	45	35.3333333333333	Monocytes	Monocytes
NIC17	CMS2	Monocytes	3	383	113	127.666666666667	Monocytes	Monocytes
NIC18	CMS3	Monocytes	3	346	67	115.333333333333	Monocytes	Monocytes
NIC19	CMS3	Monocytes	2	39	19.5	19.5	Monocytes	Monocytes
NIC20	CMS2	Monocytes	2	95	47.5	47.5	Monocytes	Monocytes
NIC21	CMS2	Monocytes	1	180	180	180	Monocytes	Monocytes
NIC22	CMS2	Monocytes	3	148	58	49.3333333333333	Monocytes	Monocytes
NIC23	CMS3	Monocytes	3	319	41	106.333333333333	Monocytes	Monocytes
NIC24	CMS4	Monocytes	3	442	142	147.333333333333	Monocytes	Monocytes
NIC25	CMS4	Monocytes	3	296	102	98.6666666666667	Monocytes	Monocytes
NIC27	CMS2	Monocytes	3	446	150	148.666666666667	Monocytes	Monocytes
NIC29	CMS4	Monocytes	3	300	100	100	Monocytes	Monocytes
NIC03	CMS4	NK_cells	3	8	1	2.66666666666667	NK_cells	NK_cells
NIC04	CMS4	NK_cells	3	14	3	4.66666666666667	NK_cells	NK_cells
NIC05	CMS2	NK_cells	2	25	12.5	12.5	NK_cells	NK_cells
NIC06	CMS3	NK_cells	2	12	6	6	NK_cells	NK_cells
NIC07	CMS2	NK_cells	3	33	13	11	NK_cells	NK_cells
S52	CMS1	NK_cells	3	0	0	0	NK_cells	NK_cells
NIC12	CMS1	NK_cells	3	4	0	1.33333333333333	NK_cells	NK_cells
NIC13	CMS1	NK_cells	3	81	1	27	NK_cells	NK_cells
NIC15	CMS4	NK_cells	3	61	16	20.3333333333333	NK_cells	NK_cells
NIC16	CMS2	NK_cells	3	3	1	1	NK_cells	NK_cells
NIC17	CMS2	NK_cells	3	36	9	12	NK_cells	NK_cells
NIC18	CMS3	NK_cells	3	147	25	49	NK_cells	NK_cells
NIC19	CMS3	NK_cells	2	2	1	1	NK_cells	NK_cells
NIC20	CMS2	NK_cells	2	124	62	62	NK_cells	NK_cells
NIC21	CMS2	NK_cells	1	0	0	0	NK_cells	NK_cells
NIC22	CMS2	NK_cells	3	15	4	5	NK_cells	NK_cells
NIC23	CMS3	NK_cells	3	0	0	0	NK_cells	NK_cells
NIC24	CMS4	NK_cells	3	13	6	4.33333333333333	NK_cells	NK_cells
NIC25	CMS4	NK_cells	3	0	0	0	NK_cells	NK_cells
NIC27	CMS2	NK_cells	3	50	15	16.6666666666667	NK_cells	NK_cells
NIC29	CMS4	NK_cells	3	38	1	12.6666666666667	NK_cells	NK_cells
NIC03	CMS4	P16ink4a+_tum	3	34	7	11.3333333333333	Tumour_cells	P16+_tumour_cells
NIC04	CMS4	P16ink4a+_tum	3	58	17	19.3333333333333	Tumour_cells	P16+_tumour_cells
NIC05	CMS2	P16ink4a+_tum	2	74	37	37	Tumour_cells	P16+_tumour_cells
NIC06	CMS3	P16ink4a+_tum	2	22	11	11	Tumour_cells	P16+_tumour_cells
NIC07	CMS2	P16ink4a+_tum	3	411	172	137	Tumour_cells	P16+_tumour_cells
S52	CMS1	P16ink4a+_tum	3	0	0	0	Tumour_cells	P16+_tumour_cells
NIC12	CMS1	P16ink4a+_tum	3	9	0	3	Tumour_cells	P16+_tumour_cells
NIC13	CMS1	P16ink4a+_tum	3	0	0	0	Tumour_cells	P16+_tumour_cells
NIC15	CMS4	P16ink4a+_tum	3	850	290	283.333333333333	Tumour_cells	P16+_tumour_cells
NIC16	CMS2	P16ink4a+_tum	3	84	31	28	Tumour_cells	P16+_tumour_cells
NIC17	CMS2	P16ink4a+_tum	3	50	5	16.6666666666667	Tumour_cells	P16+_tumour_cells
NIC18	CMS3	P16ink4a+_tum	3	129	10	43	Tumour_cells	P16+_tumour_cells
NIC19	CMS3	P16ink4a+_tum	2	185	92.5	92.5	Tumour_cells	P16+_tumour_cells
NIC20	CMS2	P16ink4a+_tum	2	305	152.5	152.5	Tumour_cells	P16+_tumour_cells
NIC21	CMS2	P16ink4a+_tum	1	1	1	1	Tumour_cells	P16+_tumour_cells
NIC22	CMS2	P16ink4a+_tum	3	59	16	19.6666666666667	Tumour_cells	P16+_tumour_cells
