"","values","samples","models","cols"
"294",0.194326116186168,"NIC3","MuSiC_wGrouping","uncorrected_woProl_gd"
"295",0.416726171798013,"NIC4","MuSiC_wGrouping","uncorrected_woProl_gd"
"296",0.353122566243741,"NIC5","MuSiC_wGrouping","uncorrected_woProl_gd"
"297",0.502231155818188,"NIC6","MuSiC_wGrouping","uncorrected_woProl_gd"
"298",0.506994177194629,"NIC7","MuSiC_wGrouping","uncorrected_woProl_gd"
"299",0.381981513262677,"S52","MuSiC_wGrouping","uncorrected_woProl_gd"
"300",0.37590773171209,"NIC12nova","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"301",0.377103434151843,"NIC12","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"302",0.157193531773059,"NIC13","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"303",0.647558540404249,"NIC15","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"304",0.338162199491658,"NIC16","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"305",0.362497567626882,"NIC17","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"306",0.483894132705599,"NIC18","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"307",0.376659599447377,"NIC19","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"308",0.322162168406413,"NIC20","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"309",0.726655136514495,"NIC21","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"310",0.159699707119615,"NIC22nova","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"311",0.209230053331374,"NIC22","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"312",0.545709505746512,"NIC23","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"313",0.330635433179144,"NIC24","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"314",0.627678658173857,"NIC25","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"315",0.639412257459621,"NIC27","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"316",0.400341604340009,"NIC29","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"317",0.194326116186168,"NIC3","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"318",0.416726171798013,"NIC4","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"319",0.353122566243741,"NIC5","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"320",0.502231155818188,"NIC6","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"321",0.50699417719463,"NIC7","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"322",0.381981513262677,"S52","MuSiC_wGrouping","uncorrected_woProl_gdwoOthers"
"323",0.970660947426992,"NIC12nova","Scaden","uncorrected_woProl_gd"
"324",0.956832090299871,"NIC12","Scaden","uncorrected_woProl_gd"
"325",0.33804411709173,"NIC13","Scaden","uncorrected_woProl_gd"
"326",0.736285569091826,"NIC15","Scaden","uncorrected_woProl_gd"
"327",0.988505795141189,"NIC16","Scaden","uncorrected_woProl_gd"
"328",0.937489877162267,"NIC17","Scaden","uncorrected_woProl_gd"
